ID,Comments
,I encourage people not to go to America if Americans are unwelcoming bigots like this guy ready to physically harm anybody just because of their faith or skin color. People like these harm your economy people will not come and invest in a zoo land.
,that Bald dudes funny
,I was born a Muslim and I know how peaceful and beautiful my religion is. Any racist donâ€™t come over here talking about my religion like you know about it more than I do. Ps (my Muslim brothers and sisters that are reading this pls ignore these hateful/racist comments. There is no need to prove anything to these ignorant people thx â¤ï¸ðŸ˜Š)
,Christianity is the religion of the devil
,"Why do you think the Demorats want to ban guns, so that when Obama lets all his jihad buddies in - we can't defend our friend's and families. Let me tell you, 70% of Americans aren't ready to deal with this type of horror that is coming, the other 30% ( not sure about the percentage, but sure it's close ) the Demorats are trying to disarm! When the remaining 30% can't defend against terrorism in this country, we are in big freaking trouble people!! That is why we have the 2nd amendment, to protect ourselves and all our loved ones from foreign or domestic threats or a tyrannical government."
,A meat head
,Astagfirullah. How Come People be so evil?they Just want open New mosque there.
,Why Hispanic people getting Blame for this Putting there children in Cage's why
,"All of you Devil worshippers, are just that! The Devil worshippers!! Killing people in the name of Allllaaaaaaaahhhhjjaa or whatever her name is, sure he known exactly what he is talking about. You invade western civilization, they feed you, give you money, housing and everything for FREE and STILL you DON'T assimilate, instead you want to convert other to your stupid ideology if they don't convert then let's just kill them all. Talk About Biting The Hand that feeds you!!!"
,"This guy is using his body power instead of his brain, i wonder pull of his musk and revealed his self as big time clown of usa history's "" (What a clown)"
,That guy was a mad. We are human being. We love you. Not just you.. Islam teaches to respect. I love and respect all religions. â¤â˜ªâ¤âœâ¤â˜¦â¤âœ¡â¤â˜¸â¤ðŸ•‰â¤
,Hood send Muslims back to the middle eat we Americans hate you all
,"Islam is true and beautiful, 
 learn more about Islam."
,Anyone can be a terrorist for a terrorist is anyone of any race or culture. Just like every other kind of crime.
,"""Both interpretations of Islam (extremist and non-extremist) are justifiable in Islam"".
 
 Bullshit. Now who is the ignorant one Cenk?"
,I love to be Muslim
,So what the white neanderthugs caucasoid have been doing to arab countries to stealing their natural resourses
,Trump has starteed war between the American people
,"Always people hate Muslim 
 Has anger hatred opposite what Jesus thought"
,So no one gonna talk about the new reporter calling the american hulk hogan?
,"Christians , Muslim and Jews are the same thing but unfortunately they hate each other for resources"
,"so what about KKK??
 united state is 
 Axis of evil and racism"
,Not going to lie rather deal with the meat head .
,Allah the pig fucker & Mohamed the pedophile! May poop & piss be upon them
,To me teroris people are those WHO A FRAID TO LEARN TO UNDERSTAN TU ACEPT AND TO ACKNOLAGE OTHERS there is NO RELIGION IN THIS UNIVERS THAT TEACH PAIN HATRED AND DISTRUCTION as a way of life if ther is such than that is the work of shaitan
,"The word ""JIHAD"" is conciderd as the word of ""annihilation"" and every pray's we say in our respectif religion laguage ""arab"" conceder'd witch craft or cursing, no the word jihad mean's TO WALK IN THE PATH OF ALLAH witch is peace and love understanding and compation TERORIS could come from any were and thees people are thouse who hated life and lost their sanity"
,"They all pray to the same fictional invisible man. Ban all religions. They are all dangerous breeding grounds for violence, hate, misogyny, and more. Ban all religious practices!"
,Church in mecca? What?
,Lets Build Church in Mecca ...Lets see this happen... Now all the Jihaidis will Cry FOUL ..!
,"With all these liars comments in the comment section, I wish the Muslims will actually attack these people while I sit hereÂ watchingÂ the newsÂ and laughing."
,"Why can't Christians build churches and practice Christianity openly in Saudi Arabia and Iran, Pakistan? Why should Muslims have privileges in the west that Christians don't have in the Middle East????? The west doesn't need any more Mosques teaching hatred and violence against Jews, Christians and all disbelievers and brainwashing the minds of Muslims. Cenk Urger is a tool for the Leftist agenda."
,That's how they take over areas by building mosques and having Muslims move to the area and have non Muslims move out. There's over 120 violent hateful verses against the non Muslims in the Quran you cant misinterpret all of them.
,"Rules of war in islam 
 
 1. Dont burn a tree
 
 2 .don't bomb buildings 
 
 3.dont kill a person who surrenders
 
 
 4.dont kill women ( i think)
 
 5.?"
,"Al quran said ""if you bomb others or kill innocent hell is his place"""
,You took one verse from my holy book and said that we are terrorist. Read the whole chapter and understand. Thank you :)
,Proof me my religion is terrorist
,"Yes, every"
,"""Shut your mouth!"" Says the American who claims to defend the first amendment. The irony is lost on him."
,"this video is a shit fake news video.. wtf.... we dont need muslims here, stay were you need to be"
,If I grow up like 20years old I'll stand on the stage and I have Quran and I'll shot that book and have a war to revenge muslim
,"with humble.. I pray the man will see the true path of islam, in this world no religion ask they beliver to hate an hurt each other.. an I want to call opened my muslims brothers and sister plz.. don hate this man.. instead we shall show this brother .. what is true islam is all about,no region is wrong but are human being make are mistake.. is this brother is are Christian so we share the same prophet that mean we all brothers an sisters in this world, are pall of love from me to all brothers and sisters in this world.. love malaysia"
,You can not stop Islam from spreading they plan god plan so please stop saying nonsense
,"When Islam house cleans the radicals then I may be interested in Muslims. Your Quoran' states that Muslims are obligated to kill non-believers. Why should I care about
 understanding them?"
,We dont need any Lecture in Muslim Demands!
,I failed to see any tips on how to stop the spread of the plague called Islam. Here in Ohio we make them feel unwelcome in various ways.
,So what we dont have the right to not support something. Wow
,This is true. Assimilation is the best form of immigration. Minorities should be given priority since they are the most likely to be persecuted in islamic countries.
,"It's not a ban! Duh! It's an increase in patrol! Muslims are taught hatred & violence, which is dangerous! Read the Koran, idiots! We, who are not Muslim, are infidels! Infidels are to be hated, & destroyed! There are some American Muslims who are peaceful but those are few! I wonder if they've read & have been taught the entire Koran? Muslim immigrants take our jobs. They want special treatment, want to force American women to wear their hijab, give them prayer time at work, they refuse treatment from non Muslim doctors, cashiers, & other businesses! I used to be a fan of TYT. Not anymore! Don't you dare mock Jesus Christ, my Lord & Savior! I'm not surprised because haters have mocked him for centuries! Why should you sinners be any different? I pray you find the truth in your hearts & consciences. John 3:16. Obama hates Christians, I guess you do too. He's Muslim, seeking to destroy our democracy. Your filthy language is offensive, & makes you sound extremely ignorant! Taking God's name in vane as well. People of all ages watch you. Shame on you all. I'm sickened. I'm unsubscribe get. ""Buh bye!""
 Humans are unable to detect danger? That's what you're saying? How moronic!"
,SHARIA LAW IS COMIN TO CLEVELAND!!!!!!!!!! RUN FOR THE DAMN HILLS!!!!!!!!!
,cenk is a dip stick
,That's because we are American not Muslim dumbass
,"If people had any idea at all what the agenda of the Muslims is, they would start the export of all muslims.Â Â They will bury us if we elect to do nothing."
,Islam is a religion of EVIL!!!
,Jews have done nothing wrong In their home countries
,"This 'awareness of Muslim problems' comes from all the problems in Western Europe. "" No Go Zones"", attacks on women walking down the street and being attack because of their dress, etc. Why don't you Two Young TURKS, quit the democratic liberal rant. ."" The sky is falling"". ""It's just like what Germany did to the Jews"". Grow up you two prophets of: ""Does That Sound Familiar""?"
,if they want to live under their laws .they need another country to live in .not ours .keep them out of of our counrty .
,if they want sharia law then move to a country that supports their stone age beliefs
,NO TEMP BAN....BAN YOUR SICK WICKED LYING CRUEL ASSES FOR LIFE! This includes you TYT pigs.
,You know what makes America great again?...Deporting ALL muslim worshipers of that islamic satanic cult pretending to be a religion AND NUKING MECCA.
,Since when is 49% a majority?
,No more Radical Muslims!!! Support our country.
,Scary amount of Muslims support Sharia Law ðŸ˜³
,"Stop the AmericanBan to Islamic Countries. Why isn't that trending? Muslims come here and they get a weird look, we go there and our head ends up in a basket on CNN."
,most of people who are against ban....they are because they have no balls to speak against muslim..
,FAKE NEWS TYT
,No matter what you people say you cannot stop Islam . Nobody tells the Christian countries to stop bombing innocent poor people who have nothing to do with war. You people should be ashamed of yourselves it's about human life.
,"No, you are ""scary"" ""tyt"" and spooky too!!!"
,Thumbs up if you like and support muslim ban.
,Trump all the way. Muslims should be banned from all over the world entering US. Period.
,YEA TRUMP! Finally someone who gives a damn about AMERICAN'S!
,"Obama was the one who enacted the 7-country ban, Trump simply put it into effect. Obama also bombed more innocent Muslims than any other president in U.S. history."
,"I wonder how many of the majority of those protesters in the airports voted for Obama's girl? I can only imagine the inconvenience of being a Non Documented Citizen coming into America from one of the countries on the ban list. However, I remember a time when we had no American born and breed Muslim combatants living in America doing bad things until the last President allowed them to come without due process. It's ugly and I'm glad I'm an honest American born here, I feel sorry for those who come here from these banned countries citizen or not. The pendulum has swung the other way temporarily, this will pass. I suggest the Congress put on their big people's pants and go repeal the 1965 Immigration Act that opened this door and allowed millions of the worlds outcasts to come to America without due process. We are American's breed from Immigrants, had the Natives who lived here known about Immigration, who do you think would be living on the reservations? We got issues and cart blanch migration is not a solution for a Nation of Laws! Trump is learned the lesson that comes with Executive Order the last President is a living example of what executive order does when the Congressional Majority doesn't act."
,Ban them all! Throw them out
,where do I sign up for banning Muslims?got my vote ðŸ˜Ž
,"there are some suburbs in NYC , WHERE MUSLIMS LIVE IN BIQ NUMBER. FOR INSTANCE, OZONE PARK in Queens have huge number of muslims from Bangladesh."
,It's not islamophobia it's karma. Just name for me ONE non Islamic Republic that doesn't act as a Supremacist state
,No place in USA for Muslims they need to go toÂ hell and take the young turks with them.
,you evil liberals bitches.f.u
,Islam = shariah law witch is unconstitutional you fools. They are breaking the law dick breath! â¤ï¸ðŸ‡ºðŸ‡¸
,now the muslims feel the same pain like the christians and jews do in islam dominated countries
,I am sorry to say this. But what Muslim extremist have did in this country and other country's country makes people not trust them too much. It might be wrong but it's the way it is
,Johnny I. just keep your mouth focused on that D. talking politics just isn't your thing. just stick to doing what you do best when things get hard and that is swallowing. just stick to what to know boo boo
,I don't understand...why is ol' Johnny Iodolgic all twerked up about.? after we get rid of the terrorist we can start working on these domestic terrorist called TYT.
,world trade center
,Damn Right We Support Muslim Ban. We support deportation too
,The young turds. President TRUMP. Hows it feel dickheads
,"I am Muslim and I did not felt surprised, because there used to be and ideology called""kill the Indian save the man"", this is just another form of this idea."
,UK will probably do the same guys or is it just US?
,"If Muslims is peaceful then I'm alright with them, but when they start patrolling people on streets, that is when they will get beat the living hell out of them. We don't want the fanatical Muslims here in our country."
,"Its more than half, I guarantee it. Its around 70% of Americans that want muslims banned. And thats not scary, its GREAT. People in this country recognize islam has nothing positive to offer, but causes many problems and even deaths."
,only an idiot would support muslims
,It's not scary if people become aware. The Young Turks is nothing but standard mainstream media filled with lies
,"muslims and their idealistic cancerous cult of islam do NOT belong here, or anywhere in modern society. PERIOD."
,Anything smart is scary to the young turds.
,"Germany has a problem with immigration i think the numbers are over 1 million in the past 1yr 6mths there. France struggle with it plus there on the border of belgium (them too) and other countries with the targets constantly on the move its like plucking a needle out of a haystack. Now you must think how or why did they let such a high number of people in, its simple really the EU made everyone because of the loopholes in contract. Now which country runs the EU?"
,they should Google how mich muslims in western europe hate jews. they would be suprised it's very high. but then again I know liberals tend to hate jews and worship islam
,The Young Turks is the most ignorant media I've ever seen.
,Any intelligent person would support the ban.
,"Am I racist for being scared when I walk down the street and see a Muslim man, or see a Muslim student talk about how Orlando wasn't a big deal."
,They don;t understand that there are differences betwen cultures BIG ones and multiculturalism is a LIE !
,"when a tolerant society invites an intolerant religion....well..the intolerant religion ALWAYS win.....(europe..etc..)
 we tolerate mosques.. (funded by saudi arabia)...well ,saudi arabia DOES NOT TOLERATE CHURCHES.....and we call them our friends LOL...
  It is wonderful that we are a tolerant society...... but be tolerant towards those..who tolerate us !!!!!!!!!!!!!!!!!!!!! not a religion that is hellbent on crushing civility and freedom..\
 wake up world... ban this religion in the west !!!!!!! 
  simple logic tells us ""the intolerant always wins ..the tolerant always looses..(by giving in and being tolerant)"""
,Jimmy dore has never heard of special Muslim policing but calls sharia law a myth. we don't have to conform our culture to fit them There minorities who see women as second class citizens regardless of color and do not support any of our values. If u don't like our laws or culture u can fuckin leave Muslim or not
,I'm surprised you're still defending Islam even after the events that have occurred in Turkey recently. I'm Greek and I support the ban.
,The support is warranted.
,hello its a 1400 year old war....Islam -muslims are a cult....wake up little under educated boys.
,These guys are stupid
,I'm in favor I'm also in favor of getting them all out of the U.S and Europe
,"This is not scary. They move in small amounts then pop;ulate at rabbit rate. If this is untouched they will soon become a majority. Majority islam means this country will look like suadi arabia, afghanistan, pakistan, Egypt, morocco, algeria, iraq, iran, syria, tunisia, yemen etc.. that's right, countries that don't are lacking in advancement in technology and science. Be smart and aim to preserve the european/american society. Don't let them pollute our future."
,"The young Turks are blissfully ignorant of what going on in Europe, or just really stupid."
,these guys are so idiots
,you guys are morons. i believe in the constitution but i also believe in americans and their safety
,"""religion of peace"" my ass."
,"A Muslim that goes to the extreme usually blows himself up killing others.
 A Christian that goes to the extreme gets killed by other."
,The Quran creates religious soldiers. That is the whole point of Islam. That's it's entire history. Islam must be banned and or thoroughly reformed.
,"Your words are justified,just people pretend to be deaf to hear them."
,hindus jews christians the enemy of islam
,so then why dont muslims go back to the middle east if they dislike america
,"and... what religion advocates killing anyone who ""insults"" them? ISLAM"
,They should patrol mosques
,"Two words, Bacha Bazi, look it up. Something else to look forward to when Sharia law is imposed."
,islam is poison. it's that simple. islam will drag us all back to the stone age.
,Progressives in 20 years time will use the hashtag........... #Why didn't we listen
,A scary amount of muslims support the killing of infidels.
,how is this scary? it's promising because people are waking up.
,"Arranged marriage (especially children) is common among Indian and Arab immigrants in the United States. The Indian-American families will probably take it in stride, but the Muslims will revolt and keep their enclaves enclosed from outsiders to enforce the laws themselves. The liberals are trying to stomp out the hypocritical Mormons and Christians while bowing to the demands or the most repressive religion in the history of Mankind - rant over"
,Scary?
,"Jimmy Dore is not, and has never ever been ""funny"" which I think is a pre requisite to being a comedian."
,lol... What's wrong with xenophobia again?
,"half of those who support the ban hate muslims, the other half are scared of retaliation because of what the u.s has done to arab nations."
,The future Star Trek promised me looks really unlikely. Bad Gene!
,A new British poll just came out that showed 52% of British Muslims think homosexuality should be illegal. Why doesn't TYT ever address the actual beliefs of the majority of Muslims.
,I wish we could ban liberals and feminists.
,Young Turk is Zionist mouthpiece. Like actual Turkey is Zionist puppet lapdoggy
,"I find it very interesting how you can take two statements that mean the exact same thing and get different reactions from people solely because of the wording. 
 
 ""...start using enhanced interrogation techniques, such as waterboarding, against suspected terrorists...""
 
 can be rephrased to:
 
 ""...start torturing individuals we suspect as terrorists primarily by means of drowning...""
 
 The top one sounds more passive and charming but to the educated, they are both horrifically evil."
,To all women: Trusting Muslims is like trusting perpetrators of Domestic Violence. You will end up blaming yourself and under his violence or you'll end up DEAD.
,"I have recently heard the MSM spout "" No one that half the country hates should be president..."" well, should someone that half the country hates be allowed IN? 
  Liberals have demanded Trump should not be president by this standard, and so Muslims should not be allowed in.. or shall we hold different folks to different standards...you know like COSBY RAPE ACCUSERS vs. CLINTON RAPE ACCUSERS ?....."
,"I fully support a ban on all Muslims entering the country. While we're at it, let's also deport all Christians from the country. They're just as bad."
,"I LOVE hearing progressives bash Obama. I've been saying for years that he's no liberal, and it makes the right's heads explode."
,Mohd fucks his daughter in law zainab
,Seems mostly peaceful to me
,America starts terrorism for the first time when provide heavy weapons to Afghani local peoples in Afghanistan in the year 1978 against Russia ..because america want to won the label of super power nation at that time and now america pay the price
,he really blew up on them.
,Paul rose you are an idiot you are racist yourself I saw the reply you stupid idiot
,"Honestly, I can't even blame these bigots anymore. The US news is the one spreading this hatred, especially FOX news. Why is there no accountability there?"
,It is not fear it is the spread of hatefulness.
,Just because a person detests Muslims does not mean fear. What a stupid word Islamophobia. If somebody hates those bitches then it's hate and not fear. The same goes for people who hate gays and sodomites. It doesn't mean a fear of them. It's pure hatred as simple as that idiots!!!
,The HATE is all too REAL!
,"Just beat his ass
 Simple"
,"Fake ""courage"" doesn't understand that it takes REAL courage to restrain oneself."
,Typical of the Turks. Defend evil at every chance
,"How about islamist phobics against every one else, world wide jihad?."
,The people yelling and fighting and smashing property because of someones religion are the true terrorist. Why are they not being charged.
,"I wish white people were also discriminated , because they don't know how muslims and black people feel when they are discriminated."
,ISLAM WAS BANNED IN THE USA DURING HARRY S TRUMANs tenure It is a federal law! Why isn't it being enforced! My State Banned Islam in the 60's ! I just want them to put a bounty of a couple Hundred dollar$ on every one I can Kill!
,all I hear is a bunch of cherry picked bullshit.
,"So hate speech is basically being ""anti"" anything then. That's what you are saying."
,Hate speech is free speech no matter how you sugar coat it
,So Muslims can harass us A oh ok but we Harass Muslims to jail we go
,"At 7:33, it's not that it's happening more, it's that it is being reported more because those are the stories that sell. If you notice, media has trends and will follow those trends. There will be months were you hear of fatal car accidents more than other months because for some reason, those stories draw more people in, especially if there was a fatal car accident involving a celebrity or someone with a known name. Same thing with drug overdoses, etc."
,"& with all this violence, they still think Muslims are the ones that are the issue in the country?"
,WE DON'T WANT THEM HERE. PERIOD. YOU COME HERE YOU BETTER CONFORM.
,"this idiot! well you had your Muslim president. now Trump has to clean up the muslim did to benefit the muslims. 
 
 Trump stopped 12,000 crossing Mexico in united state in way of California borders. middle Eastern muslim's crossing Mexico in to Texas as Mexicans"
,"i have a pet pig, her name is Muhammad she wants to dress like a man, is this Muhammad reincarnated?"
,"OMG John, wow.. this is such a boo-boo, such a bad thing! Will you do some story about muslims reacting to christian in there country's? Will you speak about hanged, decapitated, burned people of other religions in Muslim country's? No? o.o
 
 I think yelling at someone ain't the worst thing it can happen to them. Why tf is this news?!?!"
,"Oh my young Turks , this may just be an expression of his culture ( Being a drunk moron and running you mouth) you know , like sober rape , misogyny, gross intolerance and isolation is to others . Your advocation of one side of this discussion negates your ability to successfully participate in this discussion . Your views are grossly one sided ."
,Did they build a mosque at ground zero???
,"this what our culture in our society looks like, when everyone says whatever the heck they want! when everyone goes around saying ""I'm just gonna speak my mind, if I'm angry it gives me the right to say or do whatever I want!!"" well there are other people who are angry too! and if they speak out the result is it all breaks down, its called chaos its anarchy! and that's what we're leaning in our political process the great thing in our country is that we settle our differences at the ballot box not with guns, bayonets, or violence! and you wonder why where headed in a different direction today where were no longer able to have differences of opinion. Forget about the election for a moment we have a broader issue in this country!!"
,CAIR is a front for a terrorist group !! They raise money for ISIS !!
,"Young Turks, you have to ask yourselves.... who are you for? what side do you take? WAKE UP!!"
,"Islam is a religion of piece.
 A bomb goes off and there is a piece of you here and a piece of you there."
,Thank you Obama for not checking these Muslims before they interned this country
,Top story!!!! Christian gives Muslim a dirty look.Also in the news -Muslim runs over 150 innocent people and kills 80 of them!
,"Islamophobic by definition is a dislike for
 Islamâ€¦ if that is true then I for sure am Islamophobic, Iâ€™m also KKKophobic,
 skin-headophobic, Naziophobic, I pretty much hate all evil ideologies. I didnâ€™t
 realize that was a phobia, in which case everybody should dislike this shit,
 everybody should be Islamophobic. If you donâ€™t dislike this shit there is
 something wrong with you.
 
 Islamophobia-
 is a word created by fascists and used by cowards to manipulate morons"
,"Wait so, they say ""Islam Is evil"" while at the same time, trying to kill people who has caused no harm, wow. 
 
 The Hypocrisy is strong in this one - Joda"
,wtf is wrong with america..... o shit people like trump are making it great again smh FTW.
,Islamophobes have an Big Face on the Internet but not in Real Life
,islamophobia a word created by fascists used by cowards to manipulate morons
,NIV The Bible experience-read the bible
,Trump and Fox are hyping the threat. So the Muslims have nothing to do with it? BIAS
,those .those blonde ppl..who always acting like he is original race or something...like he is the only perfect man in this world...i wish i can get out of middle east and meet those people...they're not just bothering me ..but they're bothering all ppl around the world like african ' indian 'mexican ' ..wtf ..if i had the power i would erase em...
,63 times in one year? tyt never reports the much higher incidence of jewish hate crimes. al jazeera will not let them.
,yelling is not a crime. is tyt now reporting every little story? russian nanny beheading child?
,At what point can Trump be arrested for inciting violent hate crimes against people?
,"How come ""Christianophobia"" is not a word? Cause a lot of leftists fit the bill. And no, I'm not a Christian (or similar) nor a conservative."
,that guy all the way on the left has a really nice voice
,The people who attack are terrorists and can be any religion and any race.
,"He wants a fight, let him catch a flight to Syria or Iraq and pick a fight with the headhunters there if he thinks he is so tough."
,"The only reason this vid is 10 min long is not because they needed this exact time to discuss all the interesting sides of this story and share their expert opinions, but because its a convinient maximum size to upload, how narcicist can u get young turks seriously stop the boring internet toilet you call your yt channel.."
,White people are just scared. Stop being scared white ppl. If every religion smokes weed this world would be a better place to live in. Just relax. Take a puff or 2. Live a little.
,please explain how megan @FoxNews justifies her bald lies
,stop the hate.MAKE PEACE
,TRUMP SUPPORTER
,Drop these four idiots into ISIS land and see how quickly they change their tune.
,2 thumbs up for Ben again
,I always thought that HATE speech was NOT free speech!
,"Acting violently and irrationally against innocent people on the basis of religion? Sounds like terrorism to me...Oh, he's white. Never mind."
,"While I don't promote violence against any religious groups, Muslim ARE worth keeping an eye on! Let's be honest!"
,let us try to make world a better place irrespective of their religion
,we'll soon see an American version of the Nazi crystal nacht.
,Look at what is happening to this country
,"Jimmy hit the nail on the head. That is exactly what these racists think. Growing up where this is the norm, I heard this numerous times through my childhood and adult life."
,"Fear, stupidity, and lack of education runs rampant in the US."
,"History repeats itself, the worse part is a leader is promoting it."
,"everyone that speaks out is racist, guess what we do need to tighten the border, we do need to stop all migration from countries that have millions that hate us..Syria, Iran. Saudi Arabia, Egypt, trust if Americans were bombing shit we would get banned from countries and in fact there are countries that do ban Americans or make going there a nightmare for travelers from our country."
,"""The Night Of Broken Glass"" revisited."
,the jews have been victims of Christians and Muslims (more recently) for over 1000 years.first the romans catholics then the muslims.yet people have the nerve to call them the abusers?victim blaming at its finest.
,Mark Thompson sounds like a white version of Obama.
,"On behalf of a White Christian, I'm sorry that part of our community are being idiots to yours. We're all part of the human race, not enemies. To my Muslim brothers, Happy New Year, and peace be with you =)"
,"And then Turkey comes along. Stealing oil by means of ISIS and sucking it in in great quantities. And then we see that muslims cannot be trusted:
 https://www.rt.com/news/324252-russian-military-news-briefing/"
,"Now it's Trump who should be arrested for inciting violence and racism yet NO ONE says anything!! This adds to the Fiorina ""Baby Parts"" incitement of the killings in Colorado and the Palin incitement of the Congresswoman shooting in Arizona. Not one person, even a democrat or an attorney general has said a damn thing. Who protects us? I just wrote to people around Europe and told them that our Constitution has laws to protect us against incited violence from one group to another. Did I lie?"
,"I'm so glad he made this comment about ""Starbucks not being Christmas-y enough"" being nuts. I just went into a Starbucks for the first time in ages and the entire place was smothered in Christmas decorations. I'm not sure what the whole deal with the cups was about."
,Trumps divide and conquer strategy is working marvelously.
,"HEY YOU MUSLIMS!!! YOU LIVE IN AMERICA, YOU SPEAK ENGLISH, you do know we/ YOU!! have the 2nd right ???"
,"Maybe, if we banned all dumb, old white billionaires with funky hair pieces from the country, we would be a better place."
,Yet no one stopped him? Why is the world full of pussies? I would never sit there and let someone do this shit!
,Hype? Are you acting like Muslims are not part of an evil religion? Are you acting like we are not at war? We did NOT choose this. They CHOOSE to be Muslim. It really is very simple.
,everyone of you anti-muslim idiots please just step back for one second and look at who the real violent assholes are.
,"I feel like this the people on this panel are the type that are ok with ""participation"" trophies. That right there tells you everything about their way of thinking."
,would mind if religion went away
,"Wow, so many dislikes in a video like this, I see the Sam Harris fan boys are at it again. Just look at the comments section, it's the same usual hateful bigots."
,wow...think there's too many crazy people on this planet .......from all religions..
,"what kind of message does this send to the muslims in the military? the same message it sent black folks who served & came home to segregation, the klan, blatant racism, etc. that white folks are crazy."
,must be a trump voter
,"Trump and his bigoted supporters are the very proof that humans don't change. The number of racists didn't go down, they simply hibernate and wait for the right time to strike, and Trump is the perfect catalyst."
,Ban CAIR too.. fuckers deep throats on Muslim Brotherhood's dick!
,"Great job, Johnny Sprinkles. #corn"
,so who are the new jews? mexicans or muslims?
,"Am I surprised that American Muslims are being harassed? NO! NAZIs vilified people of Jewish descent, and guess what happened? An average German began to do the same things idiots here in America are doing against American Muslims. German idiots are the models for American idiots."
,"Trumps a monster but PC is out of control. 
 You PC Brah??"
,"It's sad your families don't have anyone to protect them. I know guns are scary but man up and do what's right, protect yourself and your family by any means necessary."
,Newt Gingrich is about America.
,"They want you to think it's not a big deal, while they are already taking over Europe and trying to spread to America."
,"Anyone that goes to a KKK Supported Webpage should be a thrown in jail or deported, anyone that goes to a Confederate Webpage should be arrested or deported anyone that goes to a White Supremacist Web Page should be arrested and thrown in in jail or deported anyone that supports the NRA should be thrown in jail, anyone that supports the IRA should be thrown in jail or deported."
,The solution is what we all want. Bottom line : if we don't come together in God's Love we will never even begin to find the answers we need . Hate won't solve anything. If U.hate AMERICA ; Why are U here ?
,"Newt Gingrich is taking cues from Sam Harris. Saying one thing one day. Getting huge blow back. Then the next day back tracking and saying he's a weak victim, who's just misunderstood."
,"Right Wingers hate the fact people think Newt is being retarded on purpose. Their all like *Now, we really are that stupid*"
,"Canon law? You mean... ""law law?"" Canon already means ""law,"" by definition. It's like saying ""pizza pie."" A pizza is a pie. >.<"
,btw thanks Ben for exposing the incredibly ignorant/disingenuous/lying Jimmy at the end.... right wing think tank lmfao
,"wtf is this thing TYT do whenever they say something bad about Islam - degrade Christianity too? Islamic Law is Sharia Law - ""Biblical Law"" is largely what western civilisations law is made from today. Old Testament Law is Jewish Law, why not criticise Haredim/Chasedim Judaism ? Oh because Christians and Jews like the law we have now whereas many Muslims do agree with Sharia Law. TYT ffs youre a joke"
,"You should haveÂ NOT shown the N.G Video because by doing so you bozos got egg all over his face, and if I have to even explain what comprehension of the English language is all about, then you will not even get the point - deceit is your plan - period"
,Need to get rid of all Islam in America.
,all christian women have to bow down to their husband! (just like in saudi arabia.) damn right!!
,"Interrogate every cops!
 http://www.miamiherald.com/news/local/crime/article90905442.html"
,Sharia law IS incompatible with western civilisation
,"I don't like Mike Pence, but if Gingrich had been VP I strongly suspect Trump would not have remained President for long - through scandalous impeachment or assassination, Gingrich would have ascended to the Presidency."
,"at least he sed al qaeda the correct way, smhl"
,Sharia law already exist in America - it's called the republican party...
,Im glad Newt waking up. They should start with deporting the so called atheist big fat Cenk.
,"Newt Gingrich and other republicans still wont put HSBC bank to court even when its been following sharia over 13 years .
 Go figure that ... and dont claim they dont know this ... or wait republicans believe that world is pancake and 6000 year old. 
 In mid-2003 HSBC became the first UK High Street lender to offer home buying products in compliance with Sharia (Islamic) law, which prohibits the charging or payment of interest. The range now includes a bank account, home insurance policy (Takaful), and home finance."
,"Never met a Muslim who believed in Sharia Law. Pretty much every Muslim I know believes the same things I do - gender equality, rule of law of the nation (in this case Canada), democracy, etc. They almost always vote Liberal or NDP (more Left than Bernie). Honestly, Conservative values are much more ""Sharia"" than what most Western Muslims adhere to."
,Newt is only repeating what our American founders knew about Islam. Our roots come from the great English philosopher John Locke who said Muslims can ONLY live with civilized people when they first obey civil law. Any cleric and all clerics should be immediately deported for preaching Sharia. You need to assimilate or get out.
,"Why is Newts proposal so weird? In Australia they are considering to ban muslim immigration too, and here in Europe we're coming to the point: it is us, or them"
,&i will buy that shirt
,"Anyone that marries a women, who he tells he loves, then when she is dying from cancer, have an affair with another women, then goes into his dying wife's Hospital room to serve her with divorce, so he can marry her and turn his back on his former lover! Basically he his a man that is amoral. For him to be giving out advice to others how to live is ridiculous. ðŸ‘Ž"
,Newt doesn't even know what Sharia is. He just hears buzz words on fox noise.
,Newt wants to revive the INQUISITION.
,"I think ""right-wing think-tank"" is an oxymoron. None of them are capable of thinking."
,"Shar'ia is so much more then what the fear monger a portray it as. When I , as a Muslim pray 5 times a day I am following Shar'ia. When I do not eat pork I am following Shar'ia. When I dress modestly and fast Ramadan....you guessed it."
,"So if I;m a white american born and bred, can I go to a muslim website and be deported somewhere else? Cause come November there is every possibility that might be a preferable thing to living in this country. Given how stupid the population at large is with Drumpfs popularity"
,"Wait -- pronouncing a word properly is pompous? And ad hominem attacks. O no, no. Gingrich is right to pronounce the word in that manner. That is how it should be articulated. What incredible ignorance by this panel. Shame on you for propagating such idiocy. I agree with many of the substantive remarks -- but that comment is blatant in ugliness and sets a poor tone for the entire conversation."
,So many stupid people in the comments section here's a news flash news flash conservatives have no idea what they are talking about they are retarded understand they are retarded
,This Newt actually has the brain of a newt.
,"Gingrich states 'If you have nothing to hide, then you should have nothing to worry about'
 
 Does he feel the same way about NSA spying? or criminal background checks for gun purchases?"
,Mike Pence still has a Blockbuster card.
,"Something tells me Newt makes money off of private prisons. It's just a guess, though."
